1418.800000,-12.126348
1418.800586,-12.138015
1418.801172,-12.145235
1418.801758,-12.156062
1418.802344,-12.152868
1418.802930,-12.153681
1418.803516,-12.160482
1418.804102,-12.158161
1418.804688,-12.176020
1418.805273,-12.172814
1418.805859,-12.169540
1418.806445,-12.194023
1418.807031,-12.213306
1418.807617,-12.209959
1418.808203,-12.198729
1418.808789,-12.202406
1418.809375,-12.214793
1418.809961,-12.226988
1418.810547,-12.231788
1418.811133,-12.224428
1418.811719,-12.234241
1418.812305,-12.257985
1418.812891,-12.256555
1418.813477,-12.263866
1418.814062,-12.267009
1418.814648,-12.258996
1418.815234,-12.263402
1418.815820,-12.268248
1418.816406,-12.273958
1418.816992,-12.283596
1418.817578,-12.292356
1418.818164,-12.304541
1418.818750,-12.319582
1418.819336,-12.323289
1418.819922,-12.318215
1418.820508,-12.322504
1418.821094,-12.335413
1418.821680,-12.337627
1418.822266,-12.342846
1418.822852,-12.360075
1418.823437,-12.358927
1418.824023,-12.358932
1418.824609,-12.365574
1418.825195,-12.374743
1418.825781,-12.373804
1418.826367,-12.363420
1418.826953,-12.348543
1418.827539,-12.354576
1418.828125,-12.377453
1418.828711,-12.386037
1418.829297,-12.389690
1418.829883,-12.395486
1418.830469,-12.400106
1418.831055,-12.401026
1418.831641,-12.410115
1418.832227,-12.420072
1418.832813,-12.419486
1418.833398,-12.399212
1418.833984,-12.390911
1418.834570,-12.400059
1418.835156,-12.419224
1418.835742,-12.418656
1418.836328,-12.408035
1418.836914,-12.404261
1418.837500,-12.417484
1418.838086,-12.431668
1418.838672,-12.435637
1418.839258,-12.434729
1418.839844,-12.423882
1418.840430,-12.422430
1418.841016,-12.435720
1418.841602,-12.441767
1418.842187,-12.433877
1418.842773,-12.434362
1418.843359,-12.440643
1418.843945,-12.437949
1418.844531,-12.438257
1418.845117,-12.447401
1418.845703,-12.450750
1418.846289,-12.441310
1418.846875,-12.452202
1418.847461,-12.464430
1418.848047,-12.442179
1418.848633,-12.430933
1418.849219,-12.437625
1418.849805,-12.438753
1418.850391,-12.422256
1418.850977,-12.417897
1418.851562,-12.428142
1418.852148,-12.427691
1418.852734,-12.422127
1418.853320,-12.432551
1418.853906,-12.421366
1418.854492,-12.416300
1418.855078,-12.428871
1418.855664,-12.417098
