1418.800000,-12.660755,-12.126348,-6.714919
1418.800586,-12.667736,-12.138015,-6.604075
1418.801172,-12.688375,-12.145235,-6.921198
1418.801758,-12.695722,-12.156062,-6.839046
1418.802344,-12.700911,-12.152868,-7.036825
1418.802930,-12.724601,-12.153681,-7.574645
1418.803516,-12.752738,-12.160482,-8.073673
1418.804102,-12.748178,-12.158161,-8.021432
1418.804688,-12.731739,-12.176020,-7.217616
1418.805273,-12.738542,-12.172814,-7.452822
1418.805859,-12.748449,-12.169540,-7.761790
1418.806445,-12.757055,-12.194023,-7.389534
1418.807031,-12.773794,-12.213306,-7.329747
1418.807617,-12.784561,-12.209959,-7.660943
1418.808203,-12.774492,-12.198729,-7.688153
1418.808789,-12.785252,-12.202406,-7.853882
1418.809375,-12.795154,-12.214793,-7.795750
1418.809961,-12.793746,-12.226988,-7.477015
1418.810547,-12.799292,-12.231788,-7.494521
1418.811133,-12.801389,-12.224428,-7.716181
1418.811719,-12.804338,-12.234241,-7.555346
1418.812305,-12.816231,-12.257985,-7.277042
1418.812891,-12.829814,-12.256555,-7.629481
1418.813477,-12.836385,-12.263866,-7.612114
1418.814062,-12.829994,-12.267009,-7.388440
1418.814648,-12.808287,-12.258996,-7.066244
1418.815234,-12.809549,-12.263402,-6.992149
1418.815820,-12.838005,-12.268248,-7.547385
1418.816406,-12.858551,-12.273958,-7.894722
1418.816992,-12.879658,-12.283596,-8.162435
1418.817578,-12.890408,-12.292356,-8.208820
1418.818164,-12.893719,-12.304541,-8.001842
1418.818750,-12.891983,-12.319582,-7.609366
1418.819336,-12.885303,-12.323289,-7.365604
1418.819922,-12.883114,-12.318215,-7.433364
1418.820508,-12.887468,-12.322504,-7.434908
1418.821094,-12.902168,-12.335413,-7.476953
1418.821680,-12.902618,-12.337627,-7.435538
1418.822266,-12.894964,-12.342846,-7.132855
1418.822852,-12.891971,-12.360075,-6.655534
1418.823437,-12.905259,-12.358927,-6.996511
1418.824023,-12.929959,-12.358932,-7.577171
1418.824609,-12.935415,-12.365574,-7.549351
1418.825195,-12.927259,-12.374743,-7.142220
1418.825781,-12.916732,-12.373804,-6.916200
1418.826367,-12.914467,-12.363420,-7.107610
1418.826953,-12.924967,-12.348543,-7.703610
1418.827539,-12.944036,-12.354576,-8.008411
1418.828125,-12.946776,-12.377453,-7.537210
1418.828711,-12.948439,-12.386037,-7.374727
1418.829297,-12.952618,-12.389690,-7.387069
1418.829883,-12.949854,-12.395486,-7.185816
1418.830469,-12.950104,-12.400106,-7.082898
1418.831055,-12.966490,-12.401026,-7.446641
1418.831641,-12.963219,-12.410115,-7.156051
1418.832227,-12.947112,-12.420072,-6.540600
1418.832813,-12.955679,-12.419486,-6.757144
1418.833398,-12.970167,-12.399212,-7.575475
1418.833984,-12.968035,-12.390911,-7.719995
1418.834570,-12.964991,-12.400059,-7.434146
1418.835156,-12.974219,-12.419224,-7.200588
1418.835742,-12.992124,-12.418656,-7.634355
1418.836328,-13.002729,-12.408035,-8.130551
1418.836914,-12.986621,-12.404261,-7.842530
1418.837500,-12.974470,-12.417484,-7.247416
1418.838086,-12.980221,-12.431668,-7.048848
1418.838672,-12.990985,-12.435637,-7.208867
1418.839258,-13.007783,-12.434729,-7.624678
1418.839844,-13.014061,-12.423882,-8.025218
1418.840430,-13.005003,-12.422430,-7.847507
1418.841016,-12.997782,-12.435720,-7.366725
1418.841602,-12.997585,-12.441767,-7.219949
1418.842187,-12.995033,-12.433877,-7.345460
1418.842773,-13.017367,-12.434362,-7.857606
1418.843359,-13.022275,-12.440643,-7.825488
1418.843945,-13.006153,-12.437949,-7.510947
1418.844531,-13.009611,-12.438257,-7.584820
1418.845117,-13.030452,-12.447401,-7.858679
1418.845703,-13.043017,-12.450750,-8.073936
